"gender","gender_other","residence","residence_other","nationality","nationality_other","task_comp_check1","task_comp_check2","task_comp_check3","comp_check_pr1","comp_check_pr1_do","comp_check_pr2","comp_check_pr2_do","comp_check_comp1","comp_check_comp1_do","comp_check_comp2","comp_check_comp2_do","comp_check_comp3","comp_check_comp3_do","comp_check_comp4","comp_check_comp4_do","comp_choice","pract_choice","conf_rank","better_gender_guess","perc_task_gender_pract","perc_gender_comp","risk","calc1","calc2","calc3","calc4","calc5","perc_gen_gender_pract","age","race_ethnicity","race_ethnicity_other","income","education","unclear","Gender...2646","condition","task_score","comp_choice_do","pract_count1","pract_count2","pract_count3","pract_count4","pract_count5","pract_count6","pract_count7","pract_count8","pract_count9","pract_count10","pract_count11","pract_count12","practice_nonempty","task_comp_check_acc","pay_comp_check_acc","n_comp_wrong","total_review_count","practice_choice_numeric","id"
"Man",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$0|$1.20|$.25|$12",NA,NA,"$24","$24|$2|$.25|$0",NA,NA,"$0","$0|$2|$.25|$24",NA,NA,"piecerate","Yes",70,"Men","Women","Men",9,"Slower","No","No","Slower","Men","Women",28,"White/Caucasian",NA,"$50,000 to $60,000","Bachelor's Degree",NA,0,"control",42,"pr_first",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,298
"Woman",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$12|$1.20|$.25|$0",NA,NA,"$24","$.25|$2|$24|$0",NA,NA,"$0","$24|$2|$.25|$0",NA,NA,"piecerate","No",60,"Men","Women","Men",6,"Slower","No","Yes","Slower","Women","Women",59,"White/Caucasian",NA,"$30,000 to $40,000","Vocational Training",NA,1,"control",31,"pr_first",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299
"Woman",NA,"United States",NA,"American",NA,"48",NA,NA,"$1.20","$1.20|$0|$.25|$12","$14","$0|$.25|$14|$1.40","$24","$0|$.25|$24|$2",NA,NA,"$0","$.25|$24|$2|$0",NA,NA,"piecerate","Yes",30,"Men","Women","Men",4,"Slower","No","No","Slower","Women","Women",36,"Black/African-American",NA,"Less than $10,000","Bachelor's Degree","No",1,"control",44,"tournament_first",0,0,0,0,0,0,1,0,1,0,0,0,24,0,1,1,3,1,300
"Man",NA,"United States",NA,"American",NA,"36","2",NA,"$12","$12|$1.20|$0|$.25",NA,NA,"$24","$24|$0|$2|$.25",NA,NA,"$0","$.25|$24|$0|$2",NA,NA,"piecerate","No",80,"Men","Women","Men",6,"Slower","No","No","Slower","Women","Women",42,"White/Caucasian",NA,"$10,000 to $20,000","Some College","Very clear",0,"pract",72,"pr_first",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,301
"Man",NA,"United States",NA,"American",NA,"36","2",NA,"$1.20","$1.20|$0|$12|$.25","$14","$14|$1.40|$.25|$0","$24","$24|$2|$.25|$0",NA,NA,"$24","$0|$2|$.25|$24","$0","$2|$0|$.25|$28","piecerate","No",50,"Women","Women","Men",7,"Slower","No","Yes","Slower","Men","Women",26,"White/Caucasian",NA,"$40,000 to $50,000","Some College","no",0,"control",49,"tournament_first",0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,302
"Man",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$.25|$0|$1.20|$12",NA,NA,"$24","$.25|$0|$24|$2",NA,NA,"$0","$0|$24|$.25|$2",NA,NA,"piecerate","No",50,"Men","Women","Men",2,"Slower","No","Yes","Slower","Women","Women",46,"White/Caucasian",NA,"$10,000 to $20,000","Some College",NA,0,"control",63,"tournament_first",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303
"Woman",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$.25|$12|$0|$1.20",NA,NA,"$24","$24|$.25|$0|$2",NA,NA,"$0","$.25|$24|$2|$0",NA,NA,"piecerate","No",10,"Women","Women","Men",3,"Slower","No","Yes","Slower","Men","Women",67,"White/Caucasian",NA,"$40,000 to $50,000","Some College","No",1,"pract",40,"pr_first",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304
"Man",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$12|$0|$.25|$1.20",NA,NA,"$24","$.25|$2|$0|$24",NA,NA,"$0","$.25|$24|$0|$2",NA,NA,"piecerate","Yes",50,"Men","Women","Men",9,"Slower","No","No","Slower","Women","Men",55,"White/Caucasian",NA,"$50,000 to $60,000","Bachelor's Degree","none all was clear and fun",0,"control",20,"tournament_first",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,305
"Woman",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$0|$1.20|$12|$.25",NA,NA,"$24","$0|$24|$.25|$2",NA,NA,"$0","$.25|$2|$24|$0",NA,NA,"piecerate","Yes",40,"Women","Women","Men",4,"Slower","No","Yes","Slower","Men","Women",54,"White/Caucasian",NA,"$20,000 to $30,000","Some College","NO",1,"pract",39,"pr_first",0,0,0,0,1,0,0,0,0,0,0,0,12,0,0,0,2,1,306
"Woman",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$12|$.25|$1.20|$0",NA,NA,"$24","$0|$2|$24|$.25",NA,NA,"$0","$0|$2|$24|$.25",NA,NA,"piecerate","Yes",90,"Women","Women","Men",5,"Slower","No","Yes","Slower","Men","Women",51,"White/Caucasian",NA,"Less than $10,000","High School Diploma","no",1,"pract",50,"pr_first",0,0,0,0,0,0,0,0,1,0,0,0,12,0,0,0,2,1,307
"Woman",NA,"United States",NA,"American",NA,"48",NA,NA,"$1.20","$0|$.25|$1.20|$12","$14","$.25|$0|$14|$1.40","$24","$.25|$24|$2|$0",NA,NA,"$0","$0|$2|$.25|$24",NA,NA,"tournament","Yes",80,"Men","Women","Men",10,"Slower","No","No","Slower","Women","Women",55,"White/Caucasian",NA,"Less than $10,000","High School Diploma","No, thank you.",1,"pract",56,"tournament_first",0,0,0,0,0,1,0,1,1,0,0,0,36,0,1,1,4,1,308
"Man",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$.25|$0|$1.20|$12",NA,NA,"$2","$0|$24|$2|$.25","$28","$0|$.25|$28|$2","$0","$24|$2|$0|$.25",NA,NA,"piecerate","Yes",0,"Women","Women","Men",3,"Slower","No","Yes","Faster","Men","Women",53,"White/Caucasian",NA,"$20,000 to $30,000","High School Diploma","none",0,"control",35,"pr_first",0,0,1,0,0,0,0,0,0,0,0,0,12,0,1,1,2,1,309
"Man",NA,"United States",NA,"American",NA,"48",NA,NA,"$1.20","$12|$1.20|$.25|$0","$14","$.25|$0|$14|$1.40","$24","$2|$24|$0|$.25",NA,NA,"$0","$2|$0|$.25|$24",NA,NA,"piecerate","No",50,"Women","Women","Men",1,"Slower","No","No","Slower","Men","Women",31,"White/Caucasian",NA,"$100,000 to $200,00","Some College","Not unclear, need to provide a neutral option instead of forcing us to answer one or the other when we do not believe either is more likely at all",0,"pract",64,"tournament_first",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,310
"Man",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$12|$0|$.25|$1.20",NA,NA,"$24","$2|$0|$.25|$24",NA,NA,"$0","$24|$.25|$2|$0",NA,NA,"piecerate","No",90,"Women","Men","Men",3,"Slower","No","No","Slower","Men","Women",65,"White/Caucasian",NA,"$10,000 to $20,000","Some College","no",0,"pract",55,"tournament_first",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311
"Woman",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$0|$12|$1.20|$.25",NA,NA,"$24","$24|$0|$2|$.25",NA,NA,"$0","$0|$2|$.25|$24",NA,NA,"piecerate","Yes",70,"Men","Women","Men",10,"Slower","No","Yes","Slower","Women","Women",28,"Hispanic/Latino",NA,"$40,000 to $50,000","Some College",NA,1,"control",52,"pr_first",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,312
"Man",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$0|$12|$.25|$1.20",NA,NA,"$24","$2|$0|$.25|$24",NA,NA,"$0","$.25|$0|$24|$2",NA,NA,"tournament","Yes",30,"Women","Men","Men",7,"Slower","No","No","Slower","Men","Women",53,"White/Caucasian",NA,"$70,000 to $80,000","Bachelor's Degree",NA,0,"control",51,"pr_first",0,0,0,0,0,0,0,1,0,0,0,0,12,0,0,0,2,1,313
"Man",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$1.20|$12|$0|$.25",NA,NA,"$24","$2|$.25|$24|$0",NA,NA,"$0","$2|$24|$0|$.25",NA,NA,"tournament","Yes",50,"Women","Men","Men",2,"Slower","No","No","Slower","Women","Women",51,"White/Caucasian",NA,"Less than $10,000","Some College","no",0,"control",29,"tournament_first",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,314
"Man",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$12|$1.20|$.25|$0",NA,NA,"$24","$24|$0|$.25|$2",NA,NA,"$0","$24|$.25|$0|$2",NA,NA,"tournament","No",80,"Men","Women","Men",4,"Slower","No","Yes","Slower","Men","Women",19,"White/Caucasian",NA,"$20,000 to $30,000","Some College",NA,0,"pract",100,"tournament_first",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315
"Woman",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$1.20|$12|$.25|$0",NA,NA,"$24","$24|$0|$2|$.25",NA,NA,"$0","$0|$.25|$24|$2",NA,NA,"piecerate","No",20,"Women","Women","Men",0,"Slower","No","No","Slower","Women","Women",72,"White/Caucasian",NA,"$60,000 to $70,000","Graduate Degree","no",1,"control",23,"tournament_first",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316
"Man",NA,"United States",NA,"American",NA,"48",NA,NA,"$1.20","$.25|$1.20|$12|$0","$14","$1.40|$0|$.25|$14","$24","$.25|$2|$0|$24",NA,NA,"$0","$.25|$0|$24|$2",NA,NA,"tournament","Yes",70,"Women","Women","Men",7,"Slower","No","Yes","Slower","Men","Women",64,"White/Caucasian",NA,"$50,000 to $60,000","Bachelor's Degree",NA,0,"control",45,"tournament_first",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,317
"Man",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$.25|$1.20|$0|$12",NA,NA,"$24","$.25|$0|$24|$2",NA,NA,"$0","$24|$2|$.25|$0",NA,NA,"piecerate","No",70,"Men","Women","Men",5,"Faster","No","Yes","Slower","Women","Women",26,"White/Caucasian",NA,"$30,000 to $40,000","Bachelor's Degree",NA,0,"pract",68,"tournament_first",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318
"Woman",NA,"United States",NA,"American",NA,"48",NA,NA,"$1.20","$0|$1.20|$12|$.25","$14","$14|$.25|$1.40|$0","$24","$0|$2|$24|$.25",NA,NA,"$0","$0|$2|$24|$.25",NA,NA,"piecerate","No",80,"Women","Men","Men",6,"Slower","No","Yes","Slower","Men","Women",36,"Black/African-American",NA,"$40,000 to $50,000","Bachelor's Degree","none",1,"pract",83,"pr_first",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,319
"Woman",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$1.20|$.25|$12|$0",NA,NA,"$24","$.25|$0|$2|$24",NA,NA,"$0","$2|$.25|$24|$0",NA,NA,"piecerate","No",70,"Women","Women","Men",7,"Slower","No","No","Slower","Men","Women",40,"White/Caucasian",NA,"$20,000 to $30,000","Bachelor's Degree",NA,1,"control",100,"tournament_first",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320
"Woman",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$12|$0|$.25|$1.20",NA,NA,"$24","$2|$24|$0|$.25",NA,NA,"$0","$.25|$2|$0|$24",NA,NA,"piecerate","Yes",60,"Women","Women","Women",2,"Slower","No","No","Slower","Men","Women",57,"White/Caucasian",NA,"$10,000 to $20,000","High School Diploma",NA,1,"control",49,"pr_first",0,0,0,0,0,1,0,0,0,0,0,0,12,0,0,0,2,1,321
"Man",NA,"United States",NA,"American",NA,"48",NA,NA,"$1.20","$.25|$0|$12|$1.20","$14","$0|$14|$.25|$1.40","$24","$2|$24|$0|$.25",NA,NA,"$0","$.25|$0|$24|$2",NA,NA,"piecerate","No",40,"Women","Men","Men",6,"Slower","No","Yes","Slower","Men","Men",33,"Black/African-American",NA,"$30,000 to $40,000","Bachelor's Degree",NA,0,"pract",56,"tournament_first",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,322
"Man",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$12|$1.20|$.25|$0",NA,NA,"$24","$2|$0|$.25|$24",NA,NA,"$0","$2|$.25|$24|$0",NA,NA,"piecerate","No",30,"Women","Women","Men",1,"Slower","Yes","Yes","Slower","Women","Women",24,"White/Caucasian",NA,"Less than $10,000","Some College",NA,0,"control",45,"pr_first",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323
"Man",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$12|$.25|$1.20|$0",NA,NA,"$24","$24|$0|$2|$.25",NA,NA,"$0","$0|$2|$.25|$24",NA,NA,"piecerate","No",80,"Men","Women","Men",3,"Slower","No","No","Slower","Women","Women",72,"White/Caucasian",NA,"$30,000 to $40,000","Bachelor's Degree",NA,0,"pract",37,"tournament_first",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324
"Woman",NA,"United States",NA,"American",NA,"48",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"control",NA,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,325
"Woman",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$.25|$12|$0|$1.20",NA,NA,"$24","$24|$2|$.25|$0",NA,NA,"$0","$24|$0|$2|$.25",NA,NA,"piecerate","No",50,"Men","Women","Men",5,"Slower","No","Yes","Slower","Women","Women",60,"White/Caucasian",NA,"$90,000 to $100,000","Graduate Degree",NA,1,"pract",70,"pr_first",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326
"Man",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$1.20|$.25|$12|$0",NA,NA,"$24","$2|$0|$24|$.25",NA,NA,"$0","$0|$.25|$24|$2",NA,NA,"piecerate","No",80,"Women","Men","Men",6,"Slower","No","Yes","Slower","Men","Men",53,"White/Caucasian",NA,"$50,000 to $60,000","High School Diploma",NA,0,"pract",64,"tournament_first",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327
"Man",NA,"United States",NA,"American",NA,"48",NA,NA,"$1.20","$.25|$0|$12|$1.20","$14","$14|$0|$1.40|$.25","$24","$2|$24|$0|$.25",NA,NA,"$24","$2|$0|$24|$.25","$0","$28|$0|$.25|$2","piecerate","Yes",70,"Men","Women","Men",8,"Slower","No","No","Faster","Men","Women",68,"White/Caucasian",NA,"$30,000 to $40,000","Some College",NA,0,"control",34,"tournament_first",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,328
"Woman",NA,"United States",NA,"American",NA,"48",NA,NA,"$1.20","$.25|$0|$1.20|$12","$14","$0|$1.40|$.25|$14","$24","$.25|$2|$0|$24",NA,NA,"$0","$.25|$2|$0|$24",NA,NA,"piecerate","Yes",0,"Women","Women","Men",5,"Slower","No","Yes","Slower","Men","Women",67,"White/Caucasian",NA,"$20,000 to $30,000","High School Diploma",NA,1,"pract",15,"pr_first",0,0,0,0,0,0,1,0,0,0,0,0,12,0,1,1,2,1,329
"Man",NA,"United States",NA,"American",NA,"48",NA,NA,"$1.20","$0|$12|$.25|$1.20","$14","$14|$0|$1.40|$.25","$24","$24|$2|$0|$.25",NA,NA,"$0","$24|$2|$0|$.25",NA,NA,"piecerate","No",80,"Women","Women","Men",7,"Slower","No","Yes","Slower","Women","Women",30,"White/Caucasian",NA,"$10,000 to $20,000","Some College",NA,0,"control",54,"pr_first",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,330
"Woman",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$0|$1.20|$.25|$12",NA,NA,"$24","$0|$2|$.25|$24",NA,NA,"$0","$24|$0|$2|$.25",NA,NA,"piecerate","No",60,"Men","Women","Men",1,"Slower","No","No","Slower","Men","Women",65,"White/Caucasian",NA,"$50,000 to $60,000","Bachelor's Degree","no",1,"pract",45,"pr_first",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331
"Man",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$0|$1.20|$12|$.25",NA,NA,"$2","$24|$0|$.25|$2","$28","$28|$0|$.25|$2","$0","$0|$2|$24|$.25",NA,NA,"piecerate","Yes",60,"Men","Women","Men",4,"Slower","No","No","Slower","Men","Women",64,"White/Caucasian",NA,"$60,000 to $70,000","Graduate Degree",NA,0,"control",60,"pr_first",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,332
"Woman",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$.25|$1.20|$12|$0",NA,NA,"$24","$0|$.25|$24|$2",NA,NA,"$0","$24|$0|$.25|$2",NA,NA,"piecerate","No",70,"Men","Women","Men",6,"Slower","No","Yes","Faster","Men","Women",28,"White/Caucasian",NA,"Less than $10,000","Some College","Nope!",1,"control",65,"tournament_first",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333
"Woman",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$0|$1.20|$.25|$12",NA,NA,"$24","$24|$2|$0|$.25",NA,NA,"$0","$2|$.25|$0|$24",NA,NA,"piecerate","No",40,"Women","Women","Men",2,"Faster","No","No","Faster","Men","Women",29,"White/Caucasian",NA,"$50,000 to $60,000","Bachelor's Degree","no",1,"control",49,"tournament_first",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,334
"Man",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$0|$.25|$12|$1.20",NA,NA,"$24","$.25|$24|$0|$2",NA,NA,"$0","$24|$2|$0|$.25",NA,NA,"piecerate","No",80,"Women","Women","Men",6,"Slower","No","Yes","Slower","Men","Women",21,"White/Caucasian",NA,"Less than $10,000","Some College",NA,0,"pract",73,"pr_first",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,335
"Woman",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$1.20|$12|$0|$.25",NA,NA,"$24","$0|$24|$2|$.25",NA,NA,"$0","$.25|$24|$2|$0",NA,NA,"piecerate","Yes",50,"Men","Women","Men",3,"Faster","No","Yes","Faster","Men","Women",25,"White/Caucasian,Hispanic/Latino",NA,"$50,000 to $60,000","Graduate Degree","n/a",1,"control",63,"pr_first",0,0,0,0,0,1,1,0,0,0,0,0,24,0,0,0,3,1,336
"Woman",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$1.20|$.25|$12|$0",NA,NA,"$24","$0|$.25|$24|$2",NA,NA,"$0","$2|$24|$.25|$0",NA,NA,"piecerate","Yes",70,"Women","Women","Men",5,"Slower","No","Yes","Slower","Men","Women",43,"White/Caucasian",NA,"$20,000 to $30,000","Some College",NA,1,"pract",66,"pr_first",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,337
"Man",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$1.20|$0|$12|$.25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"pract",NA,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,338
"Man",NA,"United States",NA,"American",NA,"48",NA,NA,"$1.20","$1.20|$12|$.25|$0","$14","$1.40|$0|$14|$.25","$24","$.25|$0|$2|$24",NA,NA,"$0","$2|$0|$.25|$24",NA,NA,"piecerate","No",70,"Men","Women","Men",7,"Slower","No","No","Slower","Men","Women",22,"East Asian",NA,"Less than $10,000","Bachelor's Degree",NA,0,"pract",81,"tournament_first",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,339
"Woman",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$1.20|$12|$.25|$0",NA,NA,"$24","$0|$2|$24|$.25",NA,NA,"$0","$24|$0|$2|$.25",NA,NA,"piecerate","No",50,"Men","Women","Men",5,"Slower","No","No","Slower","Women","Women",49,"White/Caucasian",NA,"$30,000 to $40,000","Some College",NA,1,"pract",72,"pr_first",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340
"Woman",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$12|$0|$1.20|$.25",NA,NA,"$24","$0|$2|$.25|$24",NA,NA,"$0","$0|$2|$24|$.25",NA,NA,"piecerate","Yes",30,"Women","Women","Men",7,"Slower","No","Yes","Slower","Women","Women",55,"White/Caucasian",NA,"$30,000 to $40,000","Some College",NA,1,"control",53,"pr_first",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,341
"Woman",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$.25|$0|$12|$1.20",NA,NA,"$24","$0|$2|$24|$.25",NA,NA,"$0","$2|$24|$0|$.25",NA,NA,"piecerate","No",60,"Men","Women","Men",6,"Slower","No","Yes","Slower","Women","Women",34,"White/Caucasian",NA,"$30,000 to $40,000","Graduate Degree",NA,1,"control",30,"tournament_first",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342
"Man",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$0|$1.20|$.25|$12",NA,NA,"$24","$0|$2|$.25|$24",NA,NA,"$24","$2|$.25|$0|$24","$0","$.25|$0|$28|$2","tournament","Yes",60,"Women","Women","Men",3,"Slower","No","No","Slower","Women","Women",55,"White/Caucasian",NA,"$40,000 to $50,000","Some College","All clear.",0,"control",54,"tournament_first",0,0,0,0,0,0,0,0,0,0,0,1,12,0,1,1,2,1,343
"Man",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$1.20|$0|$.25|$12",NA,NA,"$24","$.25|$24|$2|$0",NA,NA,"$0","$2|$.25|$0|$24",NA,NA,"piecerate","No",60,"Men","Men","Men",2,"Slower","No","Yes","Slower","Women","Women",26,"East Asian",NA,"$70,000 to $80,000","Bachelor's Degree",NA,0,"pract",86,"tournament_first",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344
"Man",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$.25|$0|$12|$1.20",NA,NA,"$24","$24|$0|$.25|$2",NA,NA,"$0","$2|$.25|$0|$24",NA,NA,"piecerate","Yes",60,"Men","Women","Men",9,"Slower","No","No","Slower","Men","Women",57,"White/Caucasian",NA,"$20,000 to $30,000","Some College","no",0,"control",68,"tournament_first",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,345
"Man",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$1.20|$12|$0|$.25",NA,NA,"$2","$24|$.25|$0|$2","$28","$2|$28|$0|$.25","$24","$2|$24|$.25|$0","$0","$2|$0|$.25|$28","piecerate","No",40,"Men","Women","Men",3,"Faster","No","Yes","Faster","Men","Women",26,"Black/African-American",NA,"Less than $10,000","Some College",NA,0,"control",25,"pr_first",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,346
"Man",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$1.20|$.25|$12|$0",NA,NA,"$24","$0|$2|$24|$.25",NA,NA,"$0","$.25|$0|$2|$24",NA,NA,"tournament","No",80,"Men","Women","Men",3,"Slower","No","No","Slower","Women","Women",25,"White/Caucasian",NA,"$10,000 to $20,000","Bachelor's Degree",NA,0,"pract",69,"tournament_first",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347
"Woman",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$.25|$1.20|$0|$12",NA,NA,"$24","$24|$2|$.25|$0",NA,NA,"$0","$24|$2|$0|$.25",NA,NA,"tournament","No",90,"Women","Women","Men",10,"Slower","No","No","Faster","Men","Women",24,"White/Caucasian",NA,"$40,000 to $50,000","Bachelor's Degree","no, it was all perfectly clear",1,"pract",98,"tournament_first",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,348
"Man",NA,"United States",NA,"American",NA,"48",NA,NA,"$1.20","$1.20|$.25|$12|$0","$14","$0|$1.40|$.25|$14","$24","$24|$2|$.25|$0",NA,NA,"$24","$.25|$24|$0|$2","$0","$.25|$0|$28|$2","piecerate","Yes",20,"Women","Men","Men",6,"Slower","No","Yes","Slower","Men","Women",20,"Black/African-American",NA,"$30,000 to $40,000","Some College",NA,0,"pract",18,"tournament_first",1,0,0,0,0,0,0,0,0,0,0,0,12,0,2,2,2,1,349
"Man",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$1.20|$12|$0|$.25",NA,NA,"$24","$0|$.25|$24|$2",NA,NA,"$0","$0|$.25|$2|$24",NA,NA,"piecerate","Yes",30,"Men","Men","Men",6,"Slower","No","No","Slower","Women","Men",32,"White/Caucasian",NA,"$40,000 to $50,000","High School Diploma",NA,0,"pract",86,"pr_first",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,350
"Woman",NA,"United States",NA,"American",NA,"48",NA,NA,"$1.20","$.25|$12|$0|$1.20","$14","$1.40|$0|$14|$.25","$24","$2|$0|$24|$.25",NA,NA,"$0","$0|$.25|$2|$24",NA,NA,"piecerate","Yes",80,"Men","Women","Men",6,"Slower","No","Yes","Slower","Women","Women",21,"Hispanic/Latino",NA,"$10,000 to $20,000","Bachelor's Degree",NA,1,"control",73,"pr_first",0,0,0,1,0,0,0,0,0,0,0,0,12,0,1,1,2,1,351
"Man",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$0|$.25|$1.20|$12",NA,NA,"$24","$24|$2|$.25|$0",NA,NA,"$0","$24|$0|$2|$.25",NA,NA,"piecerate","No",70,"Men","Women","Men",7,"Slower","No","Yes","Faster","Men","Women",37,"White/Caucasian",NA,"Less than $10,000","Graduate Degree","No",0,"pract",85,"pr_first",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352
"Man",NA,"United States",NA,"American",NA,"48",NA,NA,"$1.20","$.25|$0|$1.20|$12","$14","$.25|$0|$1.40|$14","$24","$0|$2|$24|$.25",NA,NA,"$0","$2|$0|$.25|$24",NA,NA,"piecerate","No",30,"Men","Women","Men",0,"Slower","Yes","No","Slower","Women","Women",72,"White/Caucasian",NA,"$20,000 to $30,000","Bachelor's Degree","Everything was clear",0,"control",32,"pr_first",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,353
"Woman",NA,"United States",NA,"American",NA,"48",NA,NA,"$1.20","$.25|$0|$12|$1.20","$14","$1.40|$0|$14|$.25","$24","$2|$0|$24|$.25",NA,NA,"$0","$0|$24|$.25|$2",NA,NA,"tournament","Yes",50,"Women","Men","Men",4,"Slower","No","No","Slower","Men","Women",50,"White/Caucasian",NA,"$40,000 to $50,000","Bachelor's Degree","no",1,"pract",21,"tournament_first",0,0,0,0,0,0,0,0,0,0,1,0,12,0,1,1,2,1,354
